2014,Alaska,District 1,Democratic Party, Tamara Kruse Roselius,3484,False
2014,Alaska,District 1,Republican Party, Pete Kelly,5393,True
2014,Alaska,District C,Democratic Party, Dorothy J. Shockley,4659,False
2014,Alaska,District C,Republican Party, Click Bishop,8424,True
2014,Alaska,District E,Republican Party," Michael J. ""Mike"" Dunleavy",9048,True
2014,Alaska,District E,unaffiliated, Warren Keogh,4881,False
2014,Alaska,District F,Democratic Party, Patricia R. Chesbro,4117,False
2014,Alaska,District F,Republican Party, Bill Stoltze,11338,True
2014,Alaska,District G,Democratic Party, Jim Arlington,2878,False
2014,Alaska,District G,Republican Party, Anna I. Fairclough,9897,True
2014,Alaska,District I,Democratic Party, Berta Gardner,8769,True
2014,Alaska,District K,Democratic Party, Clare Ross,6531,False
2014,Alaska,District K,Republican Party, Mia Costello,8529,True
2014,Alaska,District M,Democratic Party, Felix E. Rivera,4239,False
2014,Alaska,District M,Republican Party, Kevin Meyer,9909,True
2014,Alaska,District N,Democratic Party," Harry T. Crawford, Jr.",7938,False
2014,Alaska,District N,Republican Party," Catherine A. ""Cathy"" Giessel",9657,True
2014,Alaska,District O,Republican Party, Peter A. Micciche,11306,True
2014,Alaska,District O,unaffiliated, Eric D. Treider,3441,False
2014,Alaska,District P,Democratic Party," Robert ""Moose"" Henrichs",3866,False
2014,Alaska,District P,Republican Party, Gary Lee Stevens,9889,True
2014,Alaska,District Q,Democratic Party, Dennis Egan,12521,True
2014,Alaska,District Q,Republican Party, Tom Williams,4753,False
2014,Alaska,District S,Democratic Party, Lyman F. Hoffman,8727,True
2014,Alaska,District T,Democratic Party," Donald C. ""Donny"" Olson",9379,True
2014,Arkansas,District 1,Republican Party, Cecile Bledsoe,,True
2014,Arkansas,District 4,Democratic Party, Uvalde Lindsey,,True
2014,Arkansas,District 5,Republican Party, Bryan B. King,,True
2014,Arkansas,District 6,Republican Party, Gary Stubblefield,,True
2014,Arkansas,District 8,Republican Party, Jake C. Files,,True
2014,Arkansas,District 9,Republican Party, Terry Rice,,True
2014,Arkansas,District 10,Democratic Party, Larry Teague,,True
2014,Arkansas,District 14,Republican Party, Bill Sample,20547,True
2014,Arkansas,District 14,unaffiliated, George Pritchett,8299,False
2014,Arkansas,District 15,Republican Party, David J. Sanders,,True
2014,Arkansas,District 17,Republican Party, Scott Flippo,,True
2014,Arkansas,District 18,Republican Party, Missy Irvin,,True
2014,Arkansas,District 19,Democratic Party, James McLean,10481,False
2014,Arkansas,District 19,Republican Party, Linda Collins-Smith,14647,True
2014,Arkansas,District 20,Democratic Party, Robert Thompson,10405,False
2014,Arkansas,District 20,Republican Party, Blake Johnson,12096,True
2014,Arkansas,District 24,Democratic Party, Keith Ingram,,True
2014,Arkansas,District 30,Democratic Party, Linda Chesterfield,,True
2014,Arkansas,District 31,Democratic Party, Joyce Elliott,,True
2014,Arkansas,District 33,Republican Party, Jeremy Hutchinson,,True
2014,Arkansas,District 35,Democratic Party," Joel ""Tyler"" Pearson",10276,False
2014,Arkansas,District 35,Republican Party, Jason Rapert,13488,True
2013,New Jersey,District 1,Democratic Party, Nelson Albano,26611,False
2013,New Jersey,District 1,Democratic Party, Bob Andrzejczak,29958,True
2013,New Jersey,District 1,Republican Party, Sam Fiocchi,27539,True
2013,New Jersey,District 1,Republican Party, Kristine Gabor,25903,False
2013,New Jersey,District 2,Democratic Party, Vincent Mazzeo,25164,True
2013,New Jersey,District 2,Democratic Party, Nick Russo,23900,False
2013,New Jersey,District 2,Republican Party, John F. Amodeo,25124,False
2013,New Jersey,District 2,Republican Party, Chris Brown,26020,True
2013,New Jersey,District 2,unaffiliated, Gary Stein,1388,False
2013,New Jersey,District 3,Democratic Party, John J. Burzichelli,31049,True
2013,New Jersey,District 3,Democratic Party, Celeste M. Riley,29870,True
2013,New Jersey,District 3,Republican Party, Larry Wallace,25094,False
2013,New Jersey,District 3,Republican Party, Bob Vanderslice,24823,False
2013,New Jersey,District 4,Democratic Party, Paul D. Moriarty,28527,True
2013,New Jersey,District 4,Democratic Party, Gabriela M. Mosquera,27095,True
2013,New Jersey,District 4,Republican Party, Philip Dieser,21702,False
2013,New Jersey,District 4,Republican Party, Theodore M. Liddell,20998,False
2013,New Jersey,District 5,Democratic Party, Angel Fuentes,25167,True
2013,New Jersey,District 5,Democratic Party, Gilbert L. Wilson,24761,True
2013,New Jersey,District 5,Republican Party, David Ragonese,17774,False
2013,New Jersey,District 5,Republican Party, George Wagoner,17037,False
2013,New Jersey,District 6,Democratic Party, Louis D. Greenwald,33232,True
2013,New Jersey,District 6,Democratic Party, Pamela R. Lampitt,31366,True
2013,New Jersey,District 6,Republican Party, Chris Leone-Zwillinger,22147,False
2013,New Jersey,District 6,Republican Party, George R. Fisher,21399,False
2013,New Jersey,District 7,Democratic Party, Herb Conaway,34978,True
2013,New Jersey,District 7,Democratic Party, Troy Singleton,34772,True
2013,New Jersey,District 7,Republican Party, Anthony Ogozalek,27991,False
2013,New Jersey,District 7,Republican Party, Jeff Banasz,27233,False
2013,New Jersey,District 8,Democratic Party, Robert McGowan,22461,False
2013,New Jersey,District 8,Democratic Party, Ava Markey,21665,False
2013,New Jersey,District 8,Republican Party, Chris Brown,34293,True
2013,New Jersey,District 8,Republican Party, Maria Rodriguez-Gregg,32360,True
2013,New Jersey,District 9,Democratic Party, Peter Ferwerda III,18872,False
2013,New Jersey,District 9,Democratic Party, Christopher McManus,20354,False
2013,New Jersey,District 9,Republican Party, Brian E. Rumpf,45690,True
2013,New Jersey,District 9,Republican Party, DiAnne C. Gove,43695,True
2013,New Jersey,District 10,Democratic Party, Susan Kane,20647,False
2013,New Jersey,District 10,Democratic Party, Amber Gesslein,19658,False
2013,New Jersey,District 10,Republican Party, Dave Wolfe,44627,True
2013,New Jersey,District 10,Republican Party, Gregory P. McGuckin,42586,True
2013,New Jersey,District 11,Democratic Party, Edward Zipprich,19968,False
2013,New Jersey,District 11,Democratic Party, Kevin McMillan,20406,False
2013,New Jersey,District 11,Republican Party, Mary Pat Angelini,29842,True
2013,New Jersey,District 11,Republican Party, Caroline Casagrande,28827,True
